ID,appellation,alternativeNames,gender,verbaleDating,wikidata_id,gnd_id,occupation,resource_urls
4930680a-acc2-4956-8cba-24b964d763e8,"Eyserbeck, Johann August",,MALE,,Q1662775,135924650,artist;landscape architect,
b53d62d5-8d9c-48a7-b8bf-52af0484656c,"Friedrich Wilhelm II., Preußen, König",,MALE,,Q152229,11869362X,commissioner,
97e8879e-b60a-4fdc-9295-2550ac06b973,"Friedrich Wilhelm IV., Preußen, König",,MALE,,Q57180,118535994,commissioner,
88e0aad3-49ff-41a4-baac-004080daf10d,"Sophie Charlotte, Preußen, Königin","Sophie Charlotte, Brandenburg, Kurfürstin",FEMALE,,Q57674,118751530,commissioner,
2e2d7d86-6ac8-48ab-96b3-a1594c66f442,"Nahl, Johann August, der Ältere",,MALE,,Q466047,174333846,architect;artist;designer;sculptor,
e8263487-f863-45a2-a524-174904ea6230,"Schlüter, Andreas",,MALE,,,7504987-9,architect;artist;construction manager;designer;plasterer,
c4ef1342-b19a-4874-b295-d4a4f90e7131,"Eosander, Johann Friedrich von","Göthe, Eosander von",MALE,,Q880660,11868499X,architect;construction manager;designer,
aa04bc49-af43-4268-add1-edbcab962755,"Langhans, Carl Gotthard",,MALE,,Q313181,118726463,architect;designer,
2335f617-cf04-4bc6-95e3-d3dacb18968f,"Schinkel, Karl Friedrich",,MALE,,Q151759,118607782,architect,
e2a05f56-cc2a-44ef-bdb8-cc7b44ed5e79,"Harper, Johann",,MALE,,Q1340044,137122918,painter,
84027d0d-d829-4bc0-8be6-38a5ab033ce5,"Dubuisson, Augustin",,MALE,,Q50342606,1019736720,painter,
597f4503-ade2-475d-9406-96a09d430833,"Pesne, Antoine",,MALE,,Q203758,118592904,painter,
4e91a446-6025-4fe0-a8ef-95b82416678f,"Höder, Friedrich Wilhelm",,MALE,,Q1463017,13759206X,painter,
2f1300ae-7cc0-416d-85f2-a4892bcacbe8,"Dubois, Charles Sylva",,MALE,,,,painter,
0a608fa5-3b4f-4afd-b3ca-8f20722af992,Seidel,,MALE,,,,painter,
cf295025-dabc-446e-9ed4-92ff9df9079c,"Hoppenhaupt, Johann Christian, der Jüngere",,MALE,,Q1692928,135900492,architect;designer;image carver,
ad200144-091a-47c3-b627-060c83743315,"Hoppenhaupt, Johann Michael, der Ältere",,MALE,,Q1695552,124786634,architect;artist;building craftsman;designer;image carver;painter;sculptor,
1595da8f-83c0-4eaa-8675-2d576f47a001,"Luise, Preußen, Königin","Luise, Mecklenburg-Strelitz, Herzogin",FEMALE,,Q156723,118575155,commissioner,
eef3a3cd-64c4-47f8-8c03-358fd4408e47,"Niedlich, Friedrich Gottlieb",,MALE,,,,painter,
82c73314-ff4d-49d0-aade-0ff81bea2490,"Lancret, Nicolas",,MALE,,Q188172,118778595,painter;template provider,
57fcca73-1450-4322-8a7c-4992ec16591d,"Dietrich, Christian Wilhelm Ernst",,MALE,,Q536581,118746324,artist;commissioner;painter,
a1186ac2-f1e7-4fc1-aec0-5bf52ac1e8c4,"Elisabeth Christine, Preußen, Königin","Elisabeth Christine, Braunschweig-Bevern, Herzogin",FEMALE,,,119120674,,
8ec10dd1-1663-4028-bd3a-429aed355ee6,"Niedlich, Johann Gottfried",,MALE,,,117000574,commissioner;painter,
1c228d26-416c-4fed-b15e-e98cc94f6da7,"Verona, Bartolomeo",,MALE,,Q23000759,122092996,painter,
8ad29bf2-951c-4b04-a7c1-42cf1da5c92d,"Kimpfel, Johann Christoph",,MALE,,Q1693037,136707378,artist;painter,
c1b1b381-e697-42c7-9d47-504c746489af,"Balconi, J. A.",,MALE,,,,painter,
f41f5f38-a81a-41d5-b90c-6e9d5c7b8626,"Döbel, Johann Michael",,MALE,,,,plasterer,
c7310baa-14d3-4279-b3db-f38b1b05d909,"Hulot, Guillaume",,MALE,,,,painter;plasterer,
f022d8e6-4d5f-4bf6-a9a4-ad953751f318,"Coxcie, Anthonie",,MALE,,Q18510047,133384004,painter,
b8c6f733-772c-4a33-b459-dd94103ac4bf,"Wentzel, Johann Friedrich",,MALE,,Q1693685,13590062X,designer;painter,
b04cfe8e-381b-4e43-ab57-693faaad1947,"Schoonjans, Anthoni",,MALE,,Q572587,138194742,painter,
9288633b-ea19-430a-b34d-c18e4038d399,"Terwesten, Augustin, der Ältere",,MALE,,Q2234746,119382148,painter,
755d5348-fa85-41b3-a8fc-76fafc7b1057,"Terwesten, Matthäus",,MALE,,Q1889803,11938213X,painter,
fb6f89ae-84a0-49b8-9f91-e241045ae4e4,"Grünberg, Martin",,MALE,,Q102055,123088577,architect;builder,
01bc1e5b-ad6f-43d8-bafa-f54b7144f96a,"Charpentier, René",,MALE,,,1217297472,plasterer,
73314feb-45f2-40a5-a8ee-4bcd11c0220f,"Luise Dorothea Sophie, Hessen-Kassel, Landgräfin","Louise Dorothea Sophia, Brandenburg, Prinzessin",FEMALE,,,123149924,,
bfc2aeb7-bcaf-41a1-a970-bb96fc572a7f,"Besser, Johann von",,MALE,,Q1696751,11851024X,designer;template provider,
cc619c97-6505-4313-9c7f-0179fdfc2337,"King, Charles",,MALE,,,,image carver,
35269ccc-1d17-4e38-a098-3095cb214126,"Weidemann, Friedrich Wilhelm",,MALE,,Q1463255,131857797,painter,
eb252afe-ac80-40d5-aaeb-682f3d761c90,"Sophie Luise, Preußen, Königin","Sophie Louise, Preußen, Königin;Sofie Luise, Preußen, Königin;Sophia Louyse, Preußen, Königin;Sophia Louysa, Preußen, Königin;Sophia Louysa, Sverensi;Sophie Luise, Mecklenburg-Schwerin, Prinzessin;Sophie Louise, Mecklenburg-Schwerin, Prinzessin;Sofie Luise, Mecklenburg-Schwerin, Prinzessin;Sophia Louyse, Mecklenburg-Schwerin, Prinzessin;Sophia Louysa, Mecklenburg-Schwerin, Prinzessin;Sophie Luise, Mecklenburg, Prinzessin;Sophie Louise, Mecklenburg, Prinzessin;Sofie Luise, Mecklenburg, Prinzessin;Sophia Louyse, Mecklenburg, Prinzessin;Sophia Louysa, Mecklenburg, Prinzessin;Sophie Luise, Mecklenburg-Schwerin, Herzogin;Sophie Louise, Mecklenburg-Schwerin, Herzogin;Sofie Luise, Mecklenburg-Schwerin, Herzogin;Sophia Louyse, Mecklenburg-Schwerin, Herzogin;Sophia Louysa, Mecklenburg-Schwerin, Herzogin;Sophie Luise, Mecklenburg, Herzogin;Sophie Louise, Mecklenburg, Herzogin;Sofie Luise, Mecklenburg, Herzogin;Sophia Louyse, Mecklenburg, Herzogin;Sophie Louyse, Mecklenburg, Herzogin;Sophia Ludovica, Prussia, Regina;Sophia Ludoica, Prussia, Regina;Sophie Loyse, Mecklenburg, Prinzessin;Sophie Louise, Mecklenburg-Grabow, Prinzessin;Sophia Louise, Mecklenburg-Schwerin, Herzogin (Wikipedia);Sophia Louisa, Sverinensis, Dux;Sophia Ludovica, Mecklenburgis, Dux",FEMALE,,Q64996,141996285,,
8d9c55bc-2874-49d1-8710-61b8040add6f,"August Wilhelm, Preußen, Prinz",,MALE,,,118505106,,
acddfa17-b9ba-4cf5-9e8b-039a99926d37,"Meaux, Jacques de",,MALE,,,1273017986,template provider,
91b3d855-b637-43bd-a7b2-2d4df39da129,"Bérain, Jean",,MALE,,Q1373528,118850652,template provider,
802d180c-ac03-4ba4-8bbc-eb682c2aa3e4,"Sophie Dorothea, Preußen, Königin",,FEMALE,,Q161131,118798022,commissioner,
cc97df5d-1878-4a21-bac9-732a6be7a856,"Schnitger, Arp",,MALE,,Q94825895,139709827,artist;image carver,
e2de6746-acf4-4536-94a1-61f77612e502,"Menestrier, Claude François",,MALE,,Q687932,118783254,template provider,
de2e06fd-3778-4c39-b0ef-54e51fcea261,"Ehrenstrahl, David Klöcker",,MALE,,Q902649,102452377,painter;template provider,
bb41bcbd-60f2-4ae7-af6d-efc2e8a8df06,"Wieling, Nikolaus",,MALE,,,,painter,
0a12fa60-4f52-44c1-b4ea-e764f356d7f6,"Chauveau, René",,MALE,,Q5607236,135739470,template provider,
b4cfe34b-cbc8-4fe3-b06e-113ae3731b5a,"Peuker, Wolfgang",,MALE,,Q2590836,119291355,painter,
8b99d5c4-0dad-47e1-80a7-3c0a943c88bf,"Bose, Georg Heinrich",,MALE,,Q15811726,1178564398,commissioner,
6c4b04c3-c640-4b27-bb8c-6062830c22ae,"Rempe, Nikolaus",,MALE,,,1211575535,builder,
c034b172-6439-49b1-b995-edcdaafc0e97,"Bodt, Jean de",,MALE,,Q102284,119547252,designer,
36e7c3f1-4f0e-41ca-8c85-b8c53560148a,"Dorothea Sophie, Brandenburg, Kurfürstin",,FEMALE,,Q65933,121123596,commissioner;owner,
5a2e60e8-f00c-4817-af96-825e79739cff,"Memhardt, Johann Gregor","Memhardt, Johann",MALE,,Q86782,11687600X,architect;construction manager;designer,
c24bd948-9e34-41a0-bd40-6edf0270bf82,"Friedrich Wilhelm I., Brandenburg, Kurfürst",,MALE,,Q152727,189438886,commissioner,
8a1fd48a-9420-4f43-bb1a-09d68fa3472e,"Kambly, Johann Melchior","Kambly, Johann Melchior",MALE,,Q1418504,129744441,artist;building craftsman;designer;image carver;plasterer;sculptor,
40c4845b-5bff-4bb2-83c7-1069fe6ad1c1,"Schwitzer, Peter",,MALE,,,,,
7a10f14a-3321-4729-aa4b-5f60dc5d9ad3,"Friedrich Wilhelm I., Preußen, König",,MALE,,Q105013,118535978,commissioner,
c9ec3ae4-8b02-47aa-a93d-907ca3a838a1,"Schaffgotsch, Philipp Gotthard von",,MALE,,Q216095,104243244,,
2dbf3c47-ce6b-4f7b-8def-98e384add591,"Maupertuis, Pierre Louis Moreau de",,MALE,,Q164374,118731998,,
aa9eb86a-7fe9-4865-b329-4bdc7b602515,"Petzold, Johann Christoph",,MALE,,,,sculptor,
91262326-889e-4dc6-a6bd-f06d4dd1944f,"Verdeil, Franz",,MALE,,,,,
5a2cba76-d513-4e67-923c-55d1773110bc,"Giese, Benjamin",,MALE,,,,designer,
81674544-c7db-4d56-8912-ff525c379f5c,"Marini, Johann",,MALE,,,,painter,
429b02f4-ee3e-46ee-b097-2dae9a867fee,"Thulden, Theodoor van",,MALE,,Q260817,119074958,painter,
5f6888f9-b057-440d-888a-86648d2beaa1,"Leygebe, Paul Carl",,MALE,,Q18508571,1055720529,artist;painter,
69e4c27b-22fc-45c1-b002-11ae43341043,"Langerfeld, Wilhelm","Langevelt, Wilhelm",MALE,,Q94791456,136291767,painter,
d2c3d6e0-b382-4cf1-8a32-6d4295f96130,"Bader, Joseph",Identisch mir Johann Bader?,MALE,,,,plasterer,
d3474412-7c35-4e64-98ad-21bea80aa94c,"Gebhard, Johann","Gebhard, Johannes;Gebhardt, Johann",MALE,,,120841002,painter,
cb7fd9c0-1108-4a0a-8b4b-897b45d88505,"Block, Benjamin von","Bloch, Benjamin von;Blockh, Benjamin von;Blockhen, Benjamin von;Block, B.;Block, Beniamin;Block, Benjamin;Blok, Benjamin von",MALE,,,123018587,painter,
ab1a355d-bb33-4d35-a2a2-37569ebce07b,"Gebhard, Otto","Gebhardt, Otto",MALE,,,120840960,painter,
a1a444c4-e77f-4748-a71a-b193bfc7a4ae,"Harrath, Joseph Anton","Harrath, Joseph",MALE,,,129273872,painter,
a13ce820-d057-4eb9-8d0c-fd88de5fbd06,"Müller, Johann Adam","Miller, Johann Adam;Müller, Joseph Adam",MALE,,,129178802,painter,
624c5558-d0dd-494d-8530-9b6ebd16ce83,"Heybel, Jakob","Heubel, Jakob;Heibel, Jakob;Heibl, Jakob;Haibel, Jakob",MALE,,,1163564958,painter,
24375868-721b-4fa7-814e-396f37c6fb42,"Stuber, Nikolaus Gottfried","Stuber, Niklas Gebhard",MALE,,Q1320838,118939459,painter,
036d32ee-57a7-40ba-b654-83688481a412,"Waterschoot, Heinrich van","Watterschoot, Heinrich van",MALE,,,129269786,painter,
5ff7c498-68a7-40b3-91eb-4f5740657910,"Diesel, Matthias","Dißl, Matthias;Diesel, Mathias;Disel, Matthias;Dissl, Matthias;Disel, Mathias;Disl, Mathias;Diessel, Mathias",MALE,,,118525468,landscape architect,
f33ef2ab-4952-4d59-8071-fb67594e14c3,"Königsfeld, Christian August von","Königsfeld, Theodor Christian August Adam Franz Philipp Joseph;Anton Maria von (Vollständiger Name);Königsfeld, Joseph Christian von",MALE,,,116293942,commissioner,
3315f45a-508d-4dde-bf8b-d99514c48f35,"Königsfeld, Johann Georg Joseph von","Königsfeld, Johann Georg (II.) von;Königsfeld, Johann Georg Joseph Anton Maria;Koenigsfeld, Johann Georg von;Königsfeld, Johann Georg von;Königsfeld, Johannes Georgius Antonius Maria",MALE,,Q1670764,118564420,commissioner,
113699b2-38bf-43e5-9b18-560f45eb9f14,"Königsfeld, Johann Georg von","Königsfeld, Johann Georg (I.) von;Königsfeldt, Johann Georg von;Königsfeld, Johannes Georg von;Königsfeldt, Johannes Georg von",MALE,,,123469848,commissioner,
2f3128f3-1a03-48db-acfb-8aa3dc3513a3,"Zuccalli, Enrico","Zuccalli, Johann Heinrich;Zugalli, Enrico;Zuccalli, Henrico",MALE,,,118773232,architect;template provider,
9de3f06e-f671-4489-9a44-a888b8a7e1f5,"Sanzio, Raffaello",,MALE,,Q5597,118597787,template provider,
c68644f5-3532-46d2-a9fb-cfff9c5582c7,"Dyck, Anton van","Dyck, Anthonis van;Dyck, Antoon van;Dyck, Anthony van Dyck;Dijck, Anton van",MALE,,,118528386,template provider,
4dee263d-e601-4f6d-a522-f207769f8236,"Friedrich Adolf, Lippe-Detmold, Graf zur",,MALE,,Q85473,136724361,commissioner,
8c3aa02e-b0bd-4d75-b572-f56615494697,"Rundt, Hans Hinrich",,MALE,,Q1580267,124666477,painter,
53819529-ae76-4d49-a320-62b3fbeb5d4c,"Caminada, Michael",,MALE,,,,plasterer,
c320316f-2201-476f-a342-30a2cd5c1d6d,"Closter, Haro Joachim von",,MALE,,Q95281442,1080135022,commissioner,
37b1974b-69b6-464e-aeb0-f64278c64ad4,"Closter, Sophie Luise Charlotte von","Dankelmann (geb.), Sophie Luise Charlotte",FEMALE,,,,commissioner,
0567ee50-c4db-11e9-b73c-931fa1e429a3,"Ledergerber, Johann Ferdinand",,MALE,,,123512166,polychromer,
cc2ed020-c4dc-11e9-b73c-931fa1e429a3,"Verhelst, Placidus","Verhelst, Paul",MALE,,Q55896457,129268194,image carver;painter;plasterer,
ddf28050-c4db-11e9-b73c-931fa1e429a3,"Kobler, Johann Peter",,MALE,,,,painter,
882a97a0-c4dd-11e9-8192-ad3662e9da66,"Bergmüller, Johann Georg","Bergmiller, Johann Georg",MALE,,Q551709,118844296,artist;painter,
6d98c080-c4db-11e9-b73c-931fa1e429a3,"Zisenis, Johann Georg",,MALE,,Q655329,119273950,painter,
6815f730-c4dc-11e9-b73c-931fa1e429a3,"Derichs, Sophonias de","DeDerichs, Sophonias",MALE,,Q5620617,122581822,painter,
28ea7830-c593-11e9-9a28-879a4ed5a2e2,"Alexander Sigismund, Augsburg, Fürstbischof","Alexander Sigismund, Pfalz-Neuburg, Pfalzgraf",MALE,,Q84632,121822036,commissioner,
118ce9b0-c594-11e9-9b89-139a7d3e65b8,"Joseph von Hessen-Darmstadt, Augsburg, Fürstbischof","Hessen in Darmstadt, Joseph von, Landgraf",MALE,,Q1707293,100364853,commissioner,
ad96da10-c4da-11e9-b73c-931fa1e429a3,"Gerstens, Jacob",,MALE,,,,cabinetmaker,
c85aff00-c590-11e9-9a28-879a4ed5a2e2,"Ettl, Johann Benedikt","Oettl, Johann Benedikt;Edl, Johann Benedikt",MALE,,Q1481332,133518094,architect,
752e5220-c4b7-11e9-a787-75de7068cfba,"Brenner, Valerian",,MALE,,Q2508766,120481405,architect,
185132c0-c4da-11e9-b73c-931fa1e429a3,"Ingerl, Ignaz","Ingerl, Martin Ignaz;Ingerle, Ignatz",MALE,,Q1657461,129115096,architect,
74342910-c5c7-11e9-bae7-59743fb301a8,"Paul, Ignaz",,MALE,,,,architect,
adf9e10c-c0b7-4b9c-95f9-0617c7c7c93a,"Lehrbach, Franz Sigismund  1729-1787",,MALE,,,116876425,,
af8a3383-f0ed-4985-b83a-ff5ab9d2e167,"Karl, Lothringen, Prinz  1712-1780",,MALE,,,119013797,,
5cd560ef-2e39-4882-bd41-a3b1f049062b,"Leopold I., Heiliges Römisches Reich, Kaiser",,MALE,,,118571869,,
360cd2b9-9728-4100-bf2e-52ac812a2542,"Maximilian, Österreich, Erzherzog, 1558-1618",,MALE,,,11880099X,,
e96ca44e-635a-429d-b18c-2ca9dbe054e9,"Enderle, Johann Baptist",,MALE,,Q1692520,118684574,designer;painter,
076e9bc1-27ff-49e6-8974-82241adc18d1,"Binder, Matthias",,MALE,,Q11494126,143635859,architect;construction manager,
ef3b8267-0cdf-4b8e-a978-5ecb058bc728,"Riedheim, Maximilian Xaver Freiherr von  (1723–?)",,MALE,,,,commissioner,
b5f26911-8e2e-4050-b83d-c3c7c33281eb,"Thermo, Melchior von",,,,,,commissioner,
5bc4981e-904b-42d8-91fb-8bf3e12de512,"Heinrich, von Zipplingen",,MALE,,,14114890X,commissioner,
de773987-b1e9-4477-8497-0612d5b0a708,"Böhme, Johann Gottlob",,MALE,,,100046797,commissioner,
de438859-95be-4c05-a69e-591f3293b7d5,"Richter, Johann Caspar",,MALE,,,124461891,commissioner,
4dda5f03-41ff-42e8-a6e9-79bdb6891c60,"Cellarius, Hermann Wilhelm",,MALE,,Q38473372,1193460212,painter,
7c5995b4-2832-4f7d-9d8b-c39d71466b79,"Nahl, Samuel",,MALE,,Q18617676,119244837,architect,
714caa0b-c9dd-4fc1-be72-f33f2b5f0721,"Böhme, Martin Heinrich",,MALE,,Q1300376,135552362,architect;construction manager,
5e69f5d5-786b-489d-b4e9-04d575cc6b99,"Raschdorff, Julius",,MALE,,Q69715,118828940,architect,
a3c3802b-38cd-440d-8648-271a39c60bb1,"Rode, Bernhard","Rode, Christian Bernhard;Rode, Bernard;Rode, B.",MALE,,Q465314,11896710X,artist;painter,
157e6ab1-d3b0-418d-8382-f37c609e5309,"Gericke, Samuel Theodor",,MALE,,Q1263643,122266358,painter,
9afaea56-a455-49c2-a040-a26e936a6462,"Boyle, Robert",,MALE,,Q43393,118659642,template provider,
34946d30-ea25-40ae-99f0-463c0e298c34,"Stahl, Georg Ernst",,MALE,,Q102252795,1015785050,template provider,
3258d93c-a5c4-422c-a0f7-55bf1e9d53cb,"Kirch, Gottfried",,MALE,,Q62317,116181567,template provider,
4b329597-ee2e-4d4f-8c95-952d2e0d139b,"Friedrich Wilhelm, Brandenburg, Kurfürst",,MALE,,Q152727,11853596X,commissioner,
f2a2ae51-8eb5-4cf9-b29d-e4f1f51e4069,"Johann Georg, Brandenburg, Kurfürst",,MALE,,Q505918,102111588,commissioner,
b259466a-e303-46c2-b793-8ec949bc58e1,"Elisabeth Magdalene, Braunschweig-Lüneburg, Herzogin",,FEMALE,,Q1330110,115676864,,
b6ef95a7-b0b6-470c-9da0-dc12c0837701,"Johann Georg, Brandenburg, Markgraf",,MALE,,Q72586,101093713,commissioner,
ab888556-f42d-415b-9c99-41bb1fd9d4ef,"Loir, Nicolas Pierre",,MALE,,Q3340535,122613805,template provider,
5098773c-61a6-4eef-8950-77eef1d8f68c,"Cürlis, Peter",,MALE,,,,originator;template provider,
1e461d89-61f9-462c-adfd-4db1593f8852,"Kilian, Wolfgang",,MALE,,Q998339,118822748,template provider,
11d0349c-d8e9-4b48-b0b5-c133679a6a61,"Marot, Daniel","Marot, Daniel, Der Ältere",MALE,,,174243383,architect;template provider,
066f5486-ff3f-431c-b93c-f5d6c3581699,"Beger, Lorenz",,MALE,,Q91124,128735430,template provider,
f87ecb83-7757-473c-8803-f9ff682d33a0,"Ludwig XIV., Frankreich, König",,MALE,,Q7742,118816829,,
e4d7fe95-cd7b-460d-af03-6260847d05fd,"Nicolai, Friedrich",,MALE,,,,,
dfc0e2b3-bfd4-42e6-8989-3317f47e8303,"Bartsch, Johann Gottfried",,MALE,,Q38205258,129287679,,
a105ec20-d86d-4f19-a1fd-a26caac7c422,"Oranien, Friedrich Heinrich von","Oranje-Nassau, Frederik Hendrik van",MALE,,Q167236,118590200,,
98499e77-d64b-482e-b622-8b9a02d638ff,"Willmann, Michael Lukas Leopold",,MALE,,Q564143,118910922,,
75c6b2a3-638b-443c-81d4-e3aa339474b6,"Konter, Erich",,MALE,,,1158006233,,
5a17c5fa-efd9-4f6d-a6b8-bf5bb1f658e2,"Hainhofer, Philipp",,MALE,,Q88048,118700804,,
3ebabf49-a269-4a76-a0c2-45bafc763335,"Geuder, H. Fridrich Philip von",,MALE,,,,,
3706693b-c815-42f1-8c71-682f2cd7d600,"Suden, Thom",,MALE,,,139631119,,
2afdb734-f935-46b4-9b11-751b88281285,"Wilhelm I., Niederlande, König","Oranien , Friedrich Wilhelm von",MALE,,Q2079957,119312700,,
1d515874-68ea-45f0-9c3f-da40f80fa739,"Veneziano, Anonimo",,MALE,,,188345981,,
c09238c1-57ec-42e2-8344-081bb10ea254,"Langefeld, Rutger von",,MALE,,,,painter,
ba35ecd5-32a4-48b0-8789-6b6a38b2c2ee,"Karl Emil, Brandenburg, Kurprinz",,MALE,,Q87093,104183284,commissioner,
8a6670b6-613d-4bd0-973d-c1f66e0d3253,"Albrecht Achilles III., Brandenburg, Kurfürst",,MALE,,Q453771,118637665,commissioner,
6fa2e88a-5978-43e9-a45a-c73c233ac13c,"Oranien, Luise Henriette von",,FEMALE,,Q196301,118969080,commissioner,
86cbfc99-82d2-44c2-943b-7f88347c29dc,"Dagly, Gérard",,MALE,,Q55876081,129735957,artist;painter,
4ca71ca1-1817-4083-bfd3-03da8223ab0f,"Schlitz-Görtz, Johann Eustach Graf von",,MALE,,Q98177,118540211,sculptor,
2d907958-75d9-481e-8bc1-4b3799fa5517,"Begas, Reinhold",,MALE,,Q603105,119469081,sculptor,
d04c5743-7d5c-41ff-a8b0-46c0c6b5aa75,"Stüler, Friedrich August",,MALE,,Q61256,118619667,architect,
658e97cd-47be-487c-a2ab-1bfc667e8f3a,"Hesse, Ludwig Ferdinand",,MALE,,Q119264,102486018,architect,
0b98a7b5-6f8b-4b2d-a436-e10b047f3863,"Ihne, Ernst von",,MALE,,Q315281,119531143,architect,
0946da69-6fce-42dc-a921-f84de0fd0f4f,"Schadow, Albrecht Dietrich",,MALE,,Q103319,,architect,
b121c2d1-ebe3-47df-bc52-64c5ea3a6f57,"Aschenbrenner, Michael",,MALE,,Q102316347,1014573653,designer,
b562f213-8122-4d0a-a2bc-8258fac8bd4c,"Johann Cicero, Brandenburg, Kurfürst",,MALE,,Q702209,128964421,commissioner,
ac5ce9c6-2a1f-4633-9589-a81df1a4d9c0,"Johann Sigismund, Brandenburg, Kurfürst",,MALE,,Q40746,117677337,commissioner,
7ebf7eea-7630-401f-90c1-40267fcd7d0e,"Johann Friedrich I., Sachsen, Kurfürst","Johann Friedrich, der Großmütige, Kurfürst ",MALE,,Q506182,118712373,commissioner,
3cabdd99-89a2-4def-b40b-c4fd68dd0c38,"Joachim Hektor II., Brandenburg, Kurfürst",,MALE,,Q506527,118557556,commissioner,
24e9fdbb-711e-436f-ac9b-348eb71d6bf3,"Georg Wilhelm, Brandenburg, Kurfürst",,MALE,,Q166675,102116156,commissioner,
0d11dffd-a50f-439c-96bb-14d31c7608a6,"Friedrich II., Brandenburg, Kurfürst",Friedrich II. Eisenzahn,MALE,,Q701736,11853565X,commissioner,
a91e266b-438c-41c7-b2c8-621d37b85124,"Kummer, Peter",,MALE,,Q98426012,,builder,
8a857cfd-ed6d-46da-8ec8-6e26118b312c,"Lynar , Guerini Rochus von, Graf","Lynar, Rochus Quirinus zu",MALE,,Q1344511,118575554,architect;construction manager,
721f81e8-fbc9-4e61-ad5e-b3f8e3304256,"Theiß, Caspar",,MALE,,Q1048047,138612455,architect,
3a05cb16-d449-4cad-afd0-02c1f193b964,"Krebs, Konrad",,MALE,,Q108738,129307467,architect,
1e2bbe69-2b4a-46ed-a0de-023651b10d2f,"Wilhelm II., Deutsches Reich, Kaiser",,MALE,,Q2677,118632892,,
eb3973c2-e7b0-45bc-8c08-c84f4429b59c,"Ulbricht, Walter",,MALE,,Q2628,118625179,commissioner,
d83db312-11b2-4cac-8bec-15a528e1940d,"Stella, Franco",,MALE,,Q13455339,124659802,architect,
a1e1e260-cc70-493f-9d3e-604b09d3e735,"Swora, Karl-Ernst",,MALE,,Q115689100,,architect,
5b2e9508-7470-4b81-9c72-1740cd1164ca,"Graffunder, Heinz",,MALE,,Q318781,133398234,architect,
d5fba077-0d86-408f-8b53-e8525baf96b1,"Roll zu Bernau, Johann Baptist von, Komtur",,MALE,,,,commissioner,
8e84d900-db1f-4bb4-8ae2-bc0125beaf39,"Cronberg, Walter von, Hoch- und Deutschmeister",,MALE,,,,commissioner,
1367bbad-5c4d-4a42-b2a3-9e97894ae663,"Brietzke, Karl Emmerich von, Komtur",,MALE,,,,commissioner,
7bb943a9-8af9-4c11-af67-3b1844153d30,"Jochum, Ignaz",,MALE,,,,builder,
19b2b947-367c-4b06-98f2-3acbf3241693,"Kothe, Hans",,MALE,,,,architect,
01024540-2caa-4d74-a86e-8f8677868657,"Keller, Johann Michael",,MALE,,,137730039,architect,
fae3aba1-0467-4304-bcb5-d11892f74620,"Clemens August, Bayern, Hochmeister Kurfürst","Clemens August I., Köln, Erzbischof;Clemens August, von Wittelsbach",MALE,,Q215086,118634224,commissioner,
d99996a3-2500-4967-bf52-e815134a0f5a,"Buseck, Johann Christoph, Komtur",,MALE,,,,commissioner,
9ff218b3-e08a-471c-8ca6-cd49da8479c4,"Häffele, Franz",,MALE,,,132119730,architect;builder,
9648cf9f-e93c-4ffc-92fe-26467b3da9fc,"Veronese, Paolo",,MALE,,Q9440,118626647,template provider,
e9c923c0-c4c7-11e9-8385-59bf93401dce,"Fischer, Reinhard Ferdinand Heinrich",,MALE,,Q2140685,117509884,architect,
b790d5e4-244f-4642-af59-b33105bd11c7,"Widmann, Genoveva","Widman, Genoveva",FEMALE,,,,,
24dfa377-3a4e-438b-90bb-ea73772e2378,"Lamparter, Hans","Lamparter von Greifenstein, Hans",MALE,,Q94787601,136241980,commissioner,
447ed6ee-5318-4ba6-b66d-7e0e60c0187d,"Seekatz, Johann Martin",,MALE,,Q1695453,1051147859,painter,
a70d2d74-94e7-45e6-8299-fcdc1ea7f0e2,"Georg II. Karl Ludwig, Leiningen-Westerburg-Neuleiningen, Graf",,MALE,,Q31191740,1021323047,commissioner,
f94934a3-0721-46c7-8c67-6ffa2e036c4a,"Tischbein, Johann Valentin",,MALE,,Q316691,118758357,painter,
d8218b4b-ad7d-40a5-a20b-2aa2a50cb096,"Ernst Friedrich I., Sachsen-Hildburghausen, Herzog",,MALE,,Q169080,141556676,commissioner,
cd2170b2-9f44-4d01-bcab-22dbf0a7bb48,"Ernst Friedrich II., Sachsen-Hildburghausen, Herzog",,MALE,,Q570512,142276081,commissioner,
b37dc3c1-0937-4590-81a1-417236c78641,"Ernst Friedrich III., Sachsen-Hildburghausen, Herzog",,MALE,,Q699476,118954776,commissioner,
6adb84e4-eec8-4f78-9fda-3b87741bd6dc,"Ernst, Sachsen-Hildburghausen, Herzog",,MALE,,Q657591,102764492,commissioner,
1c00d7dd-bbf3-445e-a087-1db388acfb9e,"Friedrich, Sachsen-Altenburg, Herzog",,MALE,,Q215903,104262974,commissioner,
8122bff9-761a-4ea7-b15b-4584bacde534,"Schnabel, Johann",,MALE,,,135790611,builder,
82ead28f-296d-4dbe-b7a0-327ddf370107,"Bieler, Justinus",,MALE,,,,architect;construction manager,
3e841d9f-5ea6-4db0-b9f1-e7549d1e62bc,"Gedeler, Elias",,MALE,,Q21714737,122150031,architect,
9653466c-7637-4ef5-b0db-10908a5b9bae,"Keßler, Johann Georg",,MALE,,,,painter,
